route,mutation_methods,billing_gate,status,exclusion_reason,heuristic_category
api/crm/meetings/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/notes/[id]/route.ts,"PATCH,DELETE",via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/notes/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/offline-sync/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/opportunities/[id]/probability/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/opportunities/[id]/stage/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/opportunities/bulk/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/pipeline-stages/[id]/active/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/pipeline-stages/[id]/route.ts,PATCH,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/pipeline-stages/reorder/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/pipeline-stages/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/public/meetings/bookings/[token]/route.ts,PATCH,none,excluded,"Public, token-authenticated prospect self-service -- no ERP session/subscription context applies (see ROUTE_SECURITY_MATRIX's own documented exception for the same route).","business-data mutation (default assumption, needs confirmation)"
api/crm/public/meetings/links/[token]/book/route.ts,POST,none,excluded,"Public, token-authenticated prospect self-service -- same as above.","business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/cancel/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/claim/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/complete/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/dependencies/[dependsOnTaskId]/route.ts,DELETE,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/dependencies/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/release/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/route.ts,PATCH,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/[id]/start/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/crm/tasks/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/notifications/[id]/read/route.ts,PATCH,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/notifications/route.ts,PATCH,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/pos/accounting/mappings/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/cancel/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/complete/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/coupon/route.ts,"POST,DELETE",via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/customer/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/discount/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/hold/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/lines/[lineId]/discount/route.ts,"POST,DELETE",via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/lines/[lineId]/route.ts,"PATCH,DELETE",via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/lines/[lineId]/tracking/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/lines/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/loyalty/route.ts,"POST,DELETE",via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/[id]/resume/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/carts/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/coupons/[id]/active/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/coupons/[id]/route.ts,PATCH,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/coupons/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/loyalty/customers/[customerId]/adjust/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/loyalty/expire/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/loyalty/program/active/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/loyalty/program/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/offline/conflicts/[id]/resolve/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/offline/sync/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/payments/[id]/override/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/payments/[id]/refund/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/payments/initiate/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/payments/webhook/[provider]/route.ts,POST,none,excluded,"Payment-provider webhook, authenticated by cryptographic signature, not a session -- must remain reachable to record what the provider says happened regardless of the org's own subscription state (payment callbacks/reconciliation, not a business write initiated by the org).","webhook (likely provider-authenticated, not session-authenticated)"
api/pos/promotions/[id]/active/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/promotions/[id]/route.ts,PATCH,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/promotions/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/reconciliations/[id]/correction/route.ts,POST,none,excluded,"Financial record-keeping: correcting a reconciliation to reflect what already happened, not creating new business activity. A business must be able to correctly close its books regardless of subscription state.",financial-record-keeping (needs case-by-case judgment)
api/pos/reconciliations/[id]/resolve/route.ts,POST,none,excluded,Financial record-keeping -- same rationale as reconciliations/correction.,financial-record-keeping (needs case-by-case judgment)
api/pos/reports/day-end/[id]/accounting-post/route.ts,POST,none,excluded,"Posts an already-finalized day-end report to accounting -- completes bookkeeping for transactions that already happened, not a new business write.",financial-record-keeping (needs case-by-case judgment)
api/pos/reports/day-end/[id]/finalize/route.ts,POST,none,excluded,"Closes out an already-completed trading day's report -- record-keeping, not new business activity.","business-data mutation (default assumption, needs confirmation)"
api/pos/reports/day-end/[id]/reconciliation/route.ts,POST,none,excluded,Financial record-keeping for an already-closed day -- same rationale.,financial-record-keeping (needs case-by-case judgment)
api/pos/reports/day-end/[id]/review/route.ts,POST,none,excluded,Reviews an already-generated day-end report -- record-keeping.,"business-data mutation (default assumption, needs confirmation)"
api/pos/reports/day-end/[id]/variance/route.ts,POST,none,excluded,Records a variance explanation against an already-closed day -- record-keeping.,"business-data mutation (default assumption, needs confirmation)"
api/pos/reports/day-end/route.ts,POST,none,excluded,"Generates a day-end report from already-completed sales -- a report, not new business activity (mirrors the export carve-out).","business-data mutation (default assumption, needs confirmation)"
api/pos/returns/[id]/accounting-post/route.ts,POST,none,excluded,"Posts an already-approved return to accounting -- bookkeeping completion, not new business activity.",financial-record-keeping (needs case-by-case judgment)
api/pos/returns/[id]/approve/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/returns/[id]/complete/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/returns/[id]/exchange/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/returns/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/sales/[id]/accounting-post/route.ts,POST,none,excluded,"Posts an already-completed sale to accounting -- bookkeeping completion, not new business activity.",financial-record-keeping (needs case-by-case judgment)
api/pos/sales/[id]/invoice/route.ts,POST,none,excluded,"Generates a legal/compliance document (invoice) for an already-completed sale -- export/compliance-adjacent, must remain available.","business-data mutation (default assumption, needs confirmation)"
api/pos/sales/[id]/receipt/print/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/sales/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/settings/route.ts,PUT,via-mutation-option,gated,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/pos/settlements/route.ts,POST,none,excluded,Financial settlement record-keeping for already-completed payments -- not new business activity.,"business-data mutation (default assumption, needs confirmation)"
api/pos/shifts/[id]/cash-movements/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/shifts/[id]/close/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/shifts/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/store-access/route.ts,"POST,DELETE",via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/stores/[storeId]/active/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/stores/[storeId]/payment-config/route.ts,PUT,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/stores/[storeId]/route.ts,PATCH,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/stores/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/terminals/[terminalId]/route.ts,PATCH,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/terminals/[terminalId]/status/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/pos/terminals/route.ts,POST,via-mutation-option,gated,,"business-data mutation (default assumption, needs confirmation)"
api/privacy/requests/[id]/transition/route.ts,POST,none,out-of-scope,,export/privacy/recovery (likely must stay reachable)
api/privacy/requests/route.ts,POST,none,out-of-scope,,export/privacy/recovery (likely must stay reachable)
api/privacy/retention-policies/route.ts,POST,none,out-of-scope,,export/privacy/recovery (likely must stay reachable)
api/sales/customer-prices/[id]/route.ts,DELETE,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/customer-prices/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/documents/preview/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/amend/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/approve/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/cancel/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/close/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/confirm/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/fulfillment-request/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/hold/release/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/hold/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/invoice-request/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/reject-approval/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/[id]/submit/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/orders/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/price-list-items/[id]/route.ts,DELETE,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/price-lists/[id]/items/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/price-lists/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/public/quotes/[token]/decision/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/[id]/approve/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/[id]/convert/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/[id]/reject-approval/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/[id]/revise/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/[id]/send/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/[id]/submit/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/sales/quotations/scan-expired/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/settings/branches/[id]/route.ts,PUT,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/branches/route.ts,POST,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/companies/[id]/route.ts,PUT,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/companies/route.ts,POST,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/organization/profile/route.ts,PUT,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/organization/security/route.ts,PUT,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/roles/[id]/route.ts,"PUT,DELETE",none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/roles/route.ts,POST,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/sessions/[id]/route.ts,DELETE,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/sessions/route.ts,DELETE,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/users/[id]/access/route.ts,PUT,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/users/[id]/roles/route.ts,PUT,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/settings/users/[id]/status/route.ts,PUT,none,out-of-scope,,"platform administration (org/company/branch/role/billing settings, not tenant business data)"
api/test-support/email-capture/route.ts,POST,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
api/workspace/context/route.ts,PATCH,none,out-of-scope,,"business-data mutation (default assumption, needs confirmation)"
