route,method,class,via,module,permission,billing_write,self_service,origin_check,protection
api/auth/invitations/route.ts,POST,WORKSPACE_PLATFORM,workspaceRoute,,CORE_PERMISSIONS.usersManage,false,false,true,session + organisation context + Shared Access authorize()
api/auth/login/route.ts,POST,PUBLIC_AUTH,explicit,,,false,false,true,"Credentials are the authentication; same-origin, rate limited per IP and account, lockout, MFA challenge before a full session."
api/auth/logout/route.ts,POST,PUBLIC_AUTH,explicit,,,false,false,true,Reads the session cookie directly so logout works for any session state; idempotent; same-origin.
api/auth/mfa/disable/route.ts,POST,SELF_SERVICE,requireApiUser + sessionTransaction,,,false,false,true,the caller's own account; user + organisation context from the session
api/auth/mfa/enroll/confirm/route.ts,POST,SELF_SERVICE,requireApiUser + sessionTransaction,,,false,false,true,the caller's own account; user + organisation context from the session
api/auth/mfa/enroll/start/route.ts,POST,SELF_SERVICE,requireApiUser + sessionTransaction,,,false,false,true,the caller's own account; user + organisation context from the session
api/auth/mfa/recovery-codes/regenerate/route.ts,POST,SELF_SERVICE,requireApiUser + sessionTransaction,,,false,false,true,the caller's own account; user + organisation context from the session
api/auth/mfa/verify/route.ts,POST,SELF_SERVICE,requireApiUser + sessionTransaction,,,false,false,true,the caller's own account; user + organisation context from the session
api/auth/register/route.ts,POST,PUBLIC_AUTH,explicit,,,false,false,true,"Self-serve account creation; same-origin, rate limited per IP, no session exists yet."
api/auth/resend-verification/route.ts,POST,PUBLIC_AUTH,explicit,,,false,false,true,Signed-in but unverified user; same-origin; rate limited.
api/auth/reset-password/route.ts,POST,PUBLIC_AUTH,explicit,,,false,false,true,Single-use hashed reset token is the credential; same-origin.
api/auth/verify-email/route.ts,POST,PUBLIC_AUTH,explicit,,,false,false,true,Single-use hashed verification token (mailbox control) is the credential; same-origin.
api/billing/cancel/route.ts,POST,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.manage,false,false,true,session + organisation context + Shared Access authorize()
api/billing/checkout/route.ts,POST,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.checkout,false,false,true,session + organisation context + Shared Access authorize()
api/billing/health/route.ts,GET,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.audit,false,false,false,session + organisation context + Shared Access authorize()
api/billing/plans/route.ts,GET,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.view,false,false,false,session + organisation context + Shared Access authorize()
api/billing/profile/route.ts,PATCH,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.manage,false,false,true,session + organisation context + Shared Access authorize()
api/billing/seats/route.ts,POST,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.manage,false,false,true,session + organisation context + Shared Access authorize()
api/billing/summary/route.ts,GET,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.view,false,false,false,session + organisation context + Shared Access authorize()
api/billing/sync/route.ts,POST,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.manage,false,false,true,session + organisation context + Shared Access authorize()
api/billing/verify/route.ts,POST,WORKSPACE_PLATFORM,workspaceRoute,,BILLING_PERMISSIONS.checkout,false,false,true,session + organisation context + Shared Access authorize()
api/billing/webhook/route.ts,POST,WEBHOOK,explicit,,,false,false,false,"HMAC-SHA256 over the exact raw body (previous secret accepted during rotation), size-limited; stores the event, the worker applies it."
api/crm/[resource]/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/[resource]/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,(checked in handler),true,false,true,session + organisation context + Shared Access authorize()
api/crm/[resource]/[id]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,(checked in handler),true,false,true,session + organisation context + Shared Access authorize()
api/crm/[resource]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/[resource]/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(checked in handler),true,false,true,session + organisation context + Shared Access authorize()
api/crm/accounts/[id]/contact-relationships/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/accounts/[id]/customer-360/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/accounts/[id]/hierarchy/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/accounts/[id]/hierarchy/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/accounts/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/accounts/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/accounts/[id]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/accounts/duplicates/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,true,session + organisation context + Shared Access authorize()
api/crm/accounts/merge/preview/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,true,session + organisation context + Shared Access authorize()
api/crm/accounts/merge/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/accounts/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/accounts/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/attachments/[entityType]/[entityId]/[id]/download/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/attachments/[entityType]/[entityId]/[id]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/attachments/[entityType]/[entityId]/[id]/versions/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/attachments/[entityType]/[entityId]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/attachments/[entityType]/[entityId]/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/calls/[id]/cancel/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/calls/[id]/complete/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/calls/[id]/events/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/calls/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/calls/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/calls/[id]/start/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/calls/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/calls/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/opportunity-roles/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/reactivate/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/relationships/[relationshipId]/primary/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/relationships/[relationshipId]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/relationships/[relationshipId]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/relationships/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/relationships/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/[id]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/duplicates/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/merge/preview/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/merge/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/contacts/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/contacts/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.accountsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/custom-fields/definitions/[entityType]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/custom-fields/definitions/[entityType]/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/custom-fields/definitions/by-id/[id]/active/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/custom-fields/values/[entityType]/[entityId]/history/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/custom-fields/values/[entityType]/[entityId]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/custom-fields/values/[entityType]/[entityId]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/dashboard/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/duplicate-rules/[id]/status/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/duplicate-rules/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/duplicate-rules/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/duplicate-scan/[jobId]/matches/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/duplicate-scan/[jobId]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/duplicate-scan/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/duplicate-scan/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/email-history/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/email-threads/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/cancel/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/complete/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/history/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/reminders/[reminderId]/acknowledge/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/reminders/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/follow-ups/[id]/snooze/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/follow-ups/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/follow-ups/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/forecast/calibration/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/forecast/predictive-snapshot/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-assignee-availability/[id]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-assignee-availability/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-assignee-availability/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-fallback/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-fallback/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-policies/[id]/explain/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-policies/[id]/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-policies/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-policies/[id]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-policies/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-assignment-policies/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-scoring-models/[id]/activate/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-scoring-models/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-scoring-models/[id]/rules/[ruleId]/status/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-scoring-models/[id]/rules/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-scoring-models/[id]/train/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-scoring-models/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-scoring-models/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-sources/[id]/active/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-sources/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-sources/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-sources/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stage-transition-reasons/[id]/active/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stage-transition-reasons/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-stage-transition-reasons/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stage-transitions/[fromId]/[toId]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stage-transitions/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-stage-transitions/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stages/[id]/deactivate/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stages/[id]/reactivate/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stages/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stages/recommended-template/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-stages/recommended-template/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/lead-stages/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/lead-stages/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/assign/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/attribution/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/convert/preview/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.leadsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/convert/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.leadsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/duplicates/dismiss/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/follow-up/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(checked in handler),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/merge/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.dataQualityManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/qualification/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/qualification/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/score/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/score/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/stage/reasons/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/stage/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/stage/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.leadsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/tags/[tagId]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/tags/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/[id]/tags/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/bulk/jobs/[jobId]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/bulk/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.leadsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/duplicates/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/enrichment/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(checked in handler),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/export/[jobId]/download/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.export,false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/export/[jobId]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.export,false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/export/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.export,false,false,true,session + organisation context + Shared Access authorize()
