authority_type,authority_id,authority_name,requirement_count,semantic,flows_states,benchmark,architecture,verification_plan,wave,surface,journey_links,overall
BUSINESS_FEATURE,F087,Landed costs,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F088,Payment terms,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F089,Supplier performance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F090,Supplier rating,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F091,Supplier lead times,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F092,Spend analysis,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F093,Purchase history,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F094,Reorder-generated purchasing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F095,Subcontract purchasing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F096,Procurement dashboard,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F097,Item master,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F098,Item categories,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F099,SKUs,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F100,Variants,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F101,Multiple units of measure,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F102,UOM conversions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F103,Warehouses,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F104,Warehouse locations and bins,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F105,Multi-warehouse inventory,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F106,Real-time stock balance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F107,Stock ledger,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F108,Goods receipts,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F109,Goods issues,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F110,Internal transfers,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F111,Stock adjustments,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F112,Stock reservations,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F113,Available stock,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F114,Available-to-promise,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F115,Batch tracking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F116,Lot tracking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F117,Serial-number tracking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F118,Expiry dates,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F119,Barcode scanning,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F120,Cycle counting,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F121,Physical inventory,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F122,Reorder point,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F123,Minimum / maximum stock,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F124,Safety stock,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F125,Automatic replenishment,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F126,Negative-stock control,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F127,FIFO valuation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F128,Weighted / moving-average valuation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F129,Standard costing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F130,Inventory valuation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F131,Landed cost allocation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F132,Stock aging,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F133,Slow-moving inventory,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F134,Dead-stock reporting,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F135,Picking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F136,Packing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F137,Shipping,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F138,Returns,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F139,Damaged stock,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F140,Quarantine and quality-held stock,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F141,Batch / serial traceability,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F142,Inventory movement history,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F143,Stock reports,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F144,Inventory dashboard,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F145,Bill of Materials (BOM),37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F146,Multi-level BOM,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F147,BOM versions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F148,BOM revisions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F149,Alternate BOM,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F150,Routings,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F151,Operations,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F152,Work centres,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F153,Machine / work-centre capacity,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F154,Shift calendars,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F155,Manufacturing orders,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F156,Work orders,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F157,Job cards,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F158,Production planning,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F159,MRP,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F160,Material requirements,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F161,Material availability,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F162,Raw-material reservations,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F163,Material issue,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F164,Material consumption,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F165,Backflushing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F166,Work in progress,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F167,Finished-goods receipt,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F168,Production scheduling,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F169,Labor time,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F170,Machine time,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F171,Setup time,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F172,Scrap,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F173,Waste,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F174,By-products and co-products,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F175,Rework,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F176,Batch manufacturing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F177,Serial tracking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F178,Make-to-stock,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F179,Make-to-order,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F180,Subcontract manufacturing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F181,Production quality inspections,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F182,Production hold,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F183,Production costing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F184,Standard vs actual costing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F185,Cost variance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F186,Yield analysis,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F187,Production efficiency,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F188,Downtime,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F189,Maintenance integration,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F190,Engineering change and revision control,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F191,Production reports,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F192,Production dashboard,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F193,Projects,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F194,Customer projects,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F195,Internal projects,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F196,Project templates,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F197,Work Breakdown Structure (WBS),37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F198,Milestones,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F199,Tasks,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F200,Subtasks,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F201,Task dependencies,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F202,Assignees,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F203,Priority,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F204,Project status,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F205,Gantt chart,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F206,Kanban / task board,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F207,Project calendar,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F208,Resource allocation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F209,Resource availability,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F210,Timesheets,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F211,Project expenses,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F212,Materials consumed,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F213,Project procurement,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F214,Project budget,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F215,Budget revisions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F216,Cost tracking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F217,Revenue tracking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F218,Fixed-price billing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F219,Time-and-material billing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F220,Milestone billing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F221,Project invoices,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F222,Project profitability,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F223,Cost variance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F224,Issues,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F225,Risks,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F226,Documents,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
