feature_id,feature_name,module,requirement_id,requirement_type,requirement_status,test_ids,dossier_path,build_authority
F001,Leads,CRM,F001-API-002,API,APPROVED,TST-F001-API-002,docs\03-modules\crm\features\F001-leads.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F001,Leads,CRM,F001-PERF-001,PERF,APPROVED,TST-F001-PERF-001,docs\03-modules\crm\features\F001-leads.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F001,Leads,CRM,F001-OBS-001,OBS,APPROVED,TST-F001-OBS-001,docs\03-modules\crm\features\F001-leads.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F001,Leads,CRM,F001-E2E-001,E2E,APPROVED,TST-F001-E2E-001,docs\03-modules\crm\features\F001-leads.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F001,Leads,CRM,F001-E2E-002,E2E,APPROVED,TST-F001-E2E-002,docs\03-modules\crm\features\F001-leads.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F001,Leads,CRM,F001-UAT-001,UAT,APPROVED,TST-F001-UAT-001,docs\03-modules\crm\features\F001-leads.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F001,Leads,CRM,F001-UAT-002,UAT,APPROVED,TST-F001-UAT-002,docs\03-modules\crm\features\F001-leads.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-CAP-001,CAP,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-CAP-002,CAP,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-CAP-003,CAP,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-FR-001,FR,APPROVED,TST-F002-FR-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-FR-002,FR,APPROVED,TST-F002-FR-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-FR-003,FR,APPROVED,TST-F002-FR-003,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-US-001,US,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-US-002,US,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-FLOW-001,FLOW,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-FLOW-002,FLOW,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-BR-001,BR,APPROVED,TST-F002-BR-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-BR-002,BR,APPROVED,TST-F002-BR-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-DATA-001,DATA,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-DATA-002,DATA,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-VAL-001,VAL,APPROVED,TST-F002-VAL-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-VAL-002,VAL,APPROVED,TST-F002-VAL-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-CALC-001,CALC,APPROVED,TST-F002-CALC-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-UX-001,UX,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-UX-002,UX,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-UX-003,UX,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-SEC-001,SEC,APPROVED,TST-F002-SEC-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-SEC-002,SEC,APPROVED,TST-F002-SEC-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-AUTO-001,AUTO,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-APP-001,APP,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-NOTIF-001,NOTIF,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-REP-001,REP,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-AI-001,AI,APPROVED,,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-INT-001,INT,APPROVED,TST-F002-INT-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-INT-002,INT,APPROVED,TST-F002-INT-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-API-001,API,APPROVED,TST-F002-API-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-API-002,API,APPROVED,TST-F002-API-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-PERF-001,PERF,APPROVED,TST-F002-PERF-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-OBS-001,OBS,APPROVED,TST-F002-OBS-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-E2E-001,E2E,APPROVED,TST-F002-E2E-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-E2E-002,E2E,APPROVED,TST-F002-E2E-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-UAT-001,UAT,APPROVED,TST-F002-UAT-001,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F002,Accounts / companies,CRM,F002-UAT-002,UAT,APPROVED,TST-F002-UAT-002,docs\03-modules\crm\features\F002-accounts-companies.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-CAP-001,CAP,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-CAP-002,CAP,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-CAP-003,CAP,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-FR-001,FR,APPROVED,TST-F003-FR-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-FR-002,FR,APPROVED,TST-F003-FR-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-FR-003,FR,APPROVED,TST-F003-FR-003,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-US-001,US,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-US-002,US,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-FLOW-001,FLOW,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-FLOW-002,FLOW,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-BR-001,BR,APPROVED,TST-F003-BR-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-BR-002,BR,APPROVED,TST-F003-BR-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-DATA-001,DATA,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-DATA-002,DATA,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-VAL-001,VAL,APPROVED,TST-F003-VAL-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-VAL-002,VAL,APPROVED,TST-F003-VAL-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-CALC-001,CALC,APPROVED,TST-F003-CALC-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-UX-001,UX,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-UX-002,UX,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-UX-003,UX,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-SEC-001,SEC,APPROVED,TST-F003-SEC-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-SEC-002,SEC,APPROVED,TST-F003-SEC-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-AUTO-001,AUTO,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-APP-001,APP,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-NOTIF-001,NOTIF,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-REP-001,REP,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-AI-001,AI,APPROVED,,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-INT-001,INT,APPROVED,TST-F003-INT-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-INT-002,INT,APPROVED,TST-F003-INT-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-API-001,API,APPROVED,TST-F003-API-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-API-002,API,APPROVED,TST-F003-API-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-PERF-001,PERF,APPROVED,TST-F003-PERF-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-OBS-001,OBS,APPROVED,TST-F003-OBS-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-E2E-001,E2E,APPROVED,TST-F003-E2E-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-E2E-002,E2E,APPROVED,TST-F003-E2E-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-UAT-001,UAT,APPROVED,TST-F003-UAT-001,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F003,Contacts,CRM,F003-UAT-002,UAT,APPROVED,TST-F003-UAT-002,docs\03-modules\crm\features\F003-contacts.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-CAP-001,CAP,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-CAP-002,CAP,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-CAP-003,CAP,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-FR-001,FR,APPROVED,TST-F004-FR-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-FR-002,FR,APPROVED,TST-F004-FR-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-FR-003,FR,APPROVED,TST-F004-FR-003,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-US-001,US,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-US-002,US,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-FLOW-001,FLOW,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-FLOW-002,FLOW,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-BR-001,BR,APPROVED,TST-F004-BR-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-BR-002,BR,APPROVED,TST-F004-BR-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-DATA-001,DATA,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-DATA-002,DATA,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-VAL-001,VAL,APPROVED,TST-F004-VAL-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-VAL-002,VAL,APPROVED,TST-F004-VAL-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-CALC-001,CALC,APPROVED,TST-F004-CALC-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-UX-001,UX,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-UX-002,UX,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-UX-003,UX,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-SEC-001,SEC,APPROVED,TST-F004-SEC-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-SEC-002,SEC,APPROVED,TST-F004-SEC-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-AUTO-001,AUTO,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-APP-001,APP,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-NOTIF-001,NOTIF,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-REP-001,REP,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-AI-001,AI,APPROVED,,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-INT-001,INT,APPROVED,TST-F004-INT-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-INT-002,INT,APPROVED,TST-F004-INT-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-API-001,API,APPROVED,TST-F004-API-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-API-002,API,APPROVED,TST-F004-API-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-PERF-001,PERF,APPROVED,TST-F004-PERF-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-OBS-001,OBS,APPROVED,TST-F004-OBS-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-E2E-001,E2E,APPROVED,TST-F004-E2E-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-E2E-002,E2E,APPROVED,TST-F004-E2E-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-UAT-001,UAT,APPROVED,TST-F004-UAT-001,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F004,Lead sources,CRM,F004-UAT-002,UAT,APPROVED,TST-F004-UAT-002,docs\03-modules\crm\features\F004-lead-sources.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-CAP-001,CAP,APPROVED,,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-CAP-002,CAP,APPROVED,,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-CAP-003,CAP,APPROVED,,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-FR-001,FR,APPROVED,TST-F005-FR-001,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-FR-002,FR,APPROVED,TST-F005-FR-002,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-FR-003,FR,APPROVED,TST-F005-FR-003,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-US-001,US,APPROVED,,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-US-002,US,APPROVED,,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F005,Lead assignment,CRM,F005-FLOW-001,FLOW,APPROVED,,docs\03-modules\crm\features\F005-lead-assignment.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
