feature_id,module,feature_name,capability_id,capability_name,primary_wave,specification_status,current_code_status,implementation_status,automated_verification_status,codex_qa_status,human_uat_status,final_acceptance_status,active_blocker,dossier_path,evidence_path,last_updated_commit
F012,CRM,Sales stages,CRM-CAP-003,Opportunity and pipeline governance,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F012-sales-stages.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F013,CRM,Calls,CRM-CAP-004,Seller activity and follow-up workspace,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F013-calls.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F014,CRM,Meetings,CRM-CAP-004,Seller activity and follow-up workspace,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F014-meetings.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F015,CRM,Tasks,CRM-CAP-004,Seller activity and follow-up workspace,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F015-tasks.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F016,CRM,Follow-ups and reminders,CRM-CAP-004,Seller activity and follow-up workspace,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F016-follow-ups-and-reminders.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F017,CRM,Notes and attachments,CRM-CAP-004,Seller activity and follow-up workspace,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F017-notes-and-attachments.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F018,CRM,Email history,CRM-CAP-004,Seller activity and follow-up workspace,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F018-email-history.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F019,CRM,Activity timeline,CRM-CAP-004,Seller activity and follow-up workspace,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F019-activity-timeline.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F020,CRM,Territories and sales teams,CRM-CAP-005,Sales organization and coverage,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F020-territories-and-sales-teams.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F021,CRM,Lead import and export,CRM-CAP-006,CRM data operations and customization,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F021-lead-import-and-export.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F022,CRM,Lead-to-opportunity conversion,CRM-CAP-007,CRM conversion and Sales handoff,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F022-lead-to-opportunity-conversion.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F023,CRM,Opportunity-to-quotation conversion,CRM-CAP-007,CRM conversion and Sales handoff,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F023-opportunity-to-quotation-conversion.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F024,CRM,Pipeline dashboard,CRM-CAP-008,Pipeline analytics and forecasting,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F024-pipeline-dashboard.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F025,CRM,Sales forecast,CRM-CAP-008,Pipeline analytics and forecasting,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F025-sales-forecast.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F026,CRM,Won / lost reasons,CRM-CAP-003,Opportunity and pipeline governance,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F026-won-lost-reasons.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F027,CRM,Basic lead scoring,CRM-CAP-002,"Lead lifecycle, qualification and prioritization",W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F027-basic-lead-scoring.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F028,CRM,Custom fields and tags,CRM-CAP-006,CRM data operations and customization,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F028-custom-fields-and-tags.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F029,CRM,Bulk actions,CRM-CAP-006,CRM data operations and customization,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F029-bulk-actions.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F030,CRM,CRM reports,CRM-CAP-008,Pipeline analytics and forecasting,W03,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/crm/features/F030-crm-reports.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F031,Sales,Customer master,SALES-CAP-001,"Customer, catalog and pricing foundation",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F031-customer-master.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F032,Sales,Customer addresses and contacts,SALES-CAP-001,"Customer, catalog and pricing foundation",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F032-customer-addresses-and-contacts.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F033,Sales,Products and services,SALES-CAP-001,"Customer, catalog and pricing foundation",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F033-products-and-services.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F034,Sales,Price lists,SALES-CAP-001,"Customer, catalog and pricing foundation",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F034-price-lists.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F035,Sales,Customer-specific prices,SALES-CAP-001,"Customer, catalog and pricing foundation",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F035-customer-specific-prices.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F036,Sales,Quotations,SALES-CAP-002,Quotation and commercial governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F036-quotations.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F037,Sales,Quotation versions and revisions,SALES-CAP-002,Quotation and commercial governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F037-quotation-versions-and-revisions.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F038,Sales,Quotation expiry,SALES-CAP-002,Quotation and commercial governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F038-quotation-expiry.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F039,Sales,Discounts,SALES-CAP-002,Quotation and commercial governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F039-discounts.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F040,Sales,Taxes,SALES-CAP-002,Quotation and commercial governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F040-taxes.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F041,Sales,Approval workflow,SALES-CAP-002,Quotation and commercial governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F041-approval-workflow.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F042,Sales,Sales orders,SALES-CAP-003,Sales order governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F042-sales-orders.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F043,Sales,Order confirmation,SALES-CAP-003,Sales order governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F043-order-confirmation.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F044,Sales,Order amendments,SALES-CAP-003,Sales order governance,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F044-order-amendments.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F045,Sales,Availability check,SALES-CAP-004,Availability and fulfilment coordination,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F045-availability-check.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F046,Sales,Stock reservation,SALES-CAP-004,Availability and fulfilment coordination,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F046-stock-reservation.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F047,Sales,Partial fulfilment,SALES-CAP-004,Availability and fulfilment coordination,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F047-partial-fulfilment.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F048,Sales,Backorders,SALES-CAP-004,Availability and fulfilment coordination,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F048-backorders.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F049,Sales,Delivery and shipment,SALES-CAP-004,Availability and fulfilment coordination,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F049-delivery-and-shipment.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F050,Sales,Sales invoices,SALES-CAP-005,"Billing, advances, credit and returns",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F050-sales-invoices.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F051,Sales,Partial invoicing,SALES-CAP-005,"Billing, advances, credit and returns",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F051-partial-invoicing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F052,Sales,Advance payments,SALES-CAP-005,"Billing, advances, credit and returns",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F052-advance-payments.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F053,Sales,Credit limits,SALES-CAP-005,"Billing, advances, credit and returns",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F053-credit-limits.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F054,Sales,Customer returns,SALES-CAP-005,"Billing, advances, credit and returns",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F054-customer-returns.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F055,Sales,Credit notes and refunds,SALES-CAP-005,"Billing, advances, credit and returns",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F055-credit-notes-and-refunds.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F056,Sales,Drop shipping,SALES-CAP-006,Alternative fulfilment and compensation,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F056-drop-shipping.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F057,Sales,Sales commissions,SALES-CAP-006,Alternative fulfilment and compensation,W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F057-sales-commissions.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F058,Sales,Payment terms,SALES-CAP-005,"Billing, advances, credit and returns",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F058-payment-terms.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F059,Sales,Order status tracking,SALES-CAP-007,"Order visibility, analytics and profitability",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F059-order-status-tracking.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F060,Sales,Sales analytics,SALES-CAP-007,"Order visibility, analytics and profitability",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F060-sales-analytics.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F061,Sales,Margin and profitability,SALES-CAP-007,"Order visibility, analytics and profitability",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F061-margin-and-profitability.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F062,Sales,Order-to-cash reporting,SALES-CAP-007,"Order visibility, analytics and profitability",W04,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/sales/features/F062-order-to-cash-reporting.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F063,Procurement,Supplier master,PROC-CAP-001,"Supplier identity, onboarding and segmentation",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/procurement/features/F063-supplier-master.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F064,Procurement,Supplier contacts and addresses,PROC-CAP-001,"Supplier identity, onboarding and segmentation",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/procurement/features/F064-supplier-contacts-and-addresses.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F065,Procurement,Supplier onboarding,PROC-CAP-001,"Supplier identity, onboarding and segmentation",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/procurement/features/F065-supplier-onboarding.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F066,Procurement,Supplier categories,PROC-CAP-001,"Supplier identity, onboarding and segmentation",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/procurement/features/F066-supplier-categories.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F067,Procurement,Purchase requisitions,PROC-CAP-002,Requisition and spend approval,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/procurement/features/F067-purchase-requisitions.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
