feature_id,feature_name,module,module_slug,server_domain_area,web_experience_area,mobile_experience_area,tenant_schema_area,cross_module_area,shared_platform_rule,architecture_status,implementation_status
F011,Probability and expected revenue,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F012,Sales stages,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F013,Calls,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F014,Meetings,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F015,Tasks,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F016,Follow-ups and reminders,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F017,Notes and attachments,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F018,Email history,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F019,Activity timeline,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F020,Territories and sales teams,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F021,Lead import and export,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F022,Lead-to-opportunity conversion,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F023,Opportunity-to-quotation conversion,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F024,Pipeline dashboard,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F025,Sales forecast,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F026,Won / lost reasons,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F027,Basic lead scoring,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F028,Custom fields and tags,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F029,Bulk actions,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F030,CRM reports,CRM,crm,services/api/src/modules/crm,apps/web/src/modules/crm,apps/mobile/src/modules/crm,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F031,Customer master,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F032,Customer addresses and contacts,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F033,Products and services,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F034,Price lists,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F035,Customer-specific prices,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F036,Quotations,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F037,Quotation versions and revisions,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F038,Quotation expiry,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F039,Discounts,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F040,Taxes,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F041,Approval workflow,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F042,Sales orders,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F043,Order confirmation,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F044,Order amendments,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F045,Availability check,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F046,Stock reservation,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F047,Partial fulfilment,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F048,Backorders,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F049,Delivery and shipment,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F050,Sales invoices,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F051,Partial invoicing,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F052,Advance payments,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F053,Credit limits,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F054,Customer returns,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F055,Credit notes and refunds,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F056,Drop shipping,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F057,Sales commissions,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F058,Payment terms,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F059,Order status tracking,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F060,Sales analytics,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F061,Margin and profitability,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F062,Order-to-cash reporting,Sales,sales,services/api/src/modules/sales,apps/web/src/modules/sales,apps/mobile/src/modules/sales,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F063,Supplier master,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F064,Supplier contacts and addresses,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F065,Supplier onboarding,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F066,Supplier categories,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F067,Purchase requisitions,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F068,Requisition approvals,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F069,RFQ creation,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F070,RFQ to multiple vendors,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F071,Supplier quotations,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F072,Bid comparison,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F073,Supplier selection,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F074,Purchase orders,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F075,PO approvals,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F076,PO amendments,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F077,Blanket purchase orders,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F078,Purchase agreements and contracts,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F079,Supplier price lists,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F080,Goods receipt / GRN,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F081,Partial receipts,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F082,Rejected receipts,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F083,Purchase returns,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F084,Supplier invoices,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F085,2-way matching,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F086,3-way matching: PO – GRN – Invoice,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F087,Landed costs,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F088,Payment terms,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F089,Supplier performance,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F090,Supplier rating,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F091,Supplier lead times,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F092,Spend analysis,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F093,Purchase history,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F094,Reorder-generated purchasing,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F095,Subcontract purchasing,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F096,Procurement dashboard,Procurement,procurement,services/api/src/modules/procurement,apps/web/src/modules/procurement,apps/mobile/src/modules/procurement,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
F097,Item master,Stock / Inventory,stock,services/api/src/modules/stock,apps/web/src/modules/stock,apps/mobile/src/modules/stock,database/tenant,services/api/src/orchestration,Consume SP public contracts; do not fork platform capabilities,FROZEN_PLACEMENT_RULE,NOT_AUTHORIZED_BY_PASS_E_ALONE
