feature_id,feature_name,module,dossier_path,schema_version,mandatory_sections,nested_requirement_types,requirement_contract,ux_contract,working_status,readiness_gate,current_code_evidence,semantic_research,note
F012,Sales stages,CRM,docs/03-modules/crm/features/F012-sales-stages.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F013,Calls,CRM,docs/03-modules/crm/features/F013-calls.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F014,Meetings,CRM,docs/03-modules/crm/features/F014-meetings.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F015,Tasks,CRM,docs/03-modules/crm/features/F015-tasks.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F016,Follow-ups and reminders,CRM,docs/03-modules/crm/features/F016-follow-ups-and-reminders.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F017,Notes and attachments,CRM,docs/03-modules/crm/features/F017-notes-and-attachments.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F018,Email history,CRM,docs/03-modules/crm/features/F018-email-history.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F019,Activity timeline,CRM,docs/03-modules/crm/features/F019-activity-timeline.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F020,Territories and sales teams,CRM,docs/03-modules/crm/features/F020-territories-and-sales-teams.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F021,Lead import and export,CRM,docs/03-modules/crm/features/F021-lead-import-and-export.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F022,Lead-to-opportunity conversion,CRM,docs/03-modules/crm/features/F022-lead-to-opportunity-conversion.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F023,Opportunity-to-quotation conversion,CRM,docs/03-modules/crm/features/F023-opportunity-to-quotation-conversion.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F024,Pipeline dashboard,CRM,docs/03-modules/crm/features/F024-pipeline-dashboard.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F025,Sales forecast,CRM,docs/03-modules/crm/features/F025-sales-forecast.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F026,Won / lost reasons,CRM,docs/03-modules/crm/features/F026-won-lost-reasons.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F027,Basic lead scoring,CRM,docs/03-modules/crm/features/F027-basic-lead-scoring.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F028,Custom fields and tags,CRM,docs/03-modules/crm/features/F028-custom-fields-and-tags.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F029,Bulk actions,CRM,docs/03-modules/crm/features/F029-bulk-actions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F030,CRM reports,CRM,docs/03-modules/crm/features/F030-crm-reports.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F031,Customer master,Sales,docs/03-modules/sales/features/F031-customer-master.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F032,Customer addresses and contacts,Sales,docs/03-modules/sales/features/F032-customer-addresses-and-contacts.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F033,Products and services,Sales,docs/03-modules/sales/features/F033-products-and-services.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F034,Price lists,Sales,docs/03-modules/sales/features/F034-price-lists.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F035,Customer-specific prices,Sales,docs/03-modules/sales/features/F035-customer-specific-prices.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F036,Quotations,Sales,docs/03-modules/sales/features/F036-quotations.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F037,Quotation versions and revisions,Sales,docs/03-modules/sales/features/F037-quotation-versions-and-revisions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F038,Quotation expiry,Sales,docs/03-modules/sales/features/F038-quotation-expiry.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F039,Discounts,Sales,docs/03-modules/sales/features/F039-discounts.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F040,Taxes,Sales,docs/03-modules/sales/features/F040-taxes.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F041,Approval workflow,Sales,docs/03-modules/sales/features/F041-approval-workflow.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F042,Sales orders,Sales,docs/03-modules/sales/features/F042-sales-orders.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F043,Order confirmation,Sales,docs/03-modules/sales/features/F043-order-confirmation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F044,Order amendments,Sales,docs/03-modules/sales/features/F044-order-amendments.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F045,Availability check,Sales,docs/03-modules/sales/features/F045-availability-check.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F046,Stock reservation,Sales,docs/03-modules/sales/features/F046-stock-reservation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F047,Partial fulfilment,Sales,docs/03-modules/sales/features/F047-partial-fulfilment.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F048,Backorders,Sales,docs/03-modules/sales/features/F048-backorders.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F049,Delivery and shipment,Sales,docs/03-modules/sales/features/F049-delivery-and-shipment.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F050,Sales invoices,Sales,docs/03-modules/sales/features/F050-sales-invoices.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F051,Partial invoicing,Sales,docs/03-modules/sales/features/F051-partial-invoicing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F052,Advance payments,Sales,docs/03-modules/sales/features/F052-advance-payments.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F053,Credit limits,Sales,docs/03-modules/sales/features/F053-credit-limits.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F054,Customer returns,Sales,docs/03-modules/sales/features/F054-customer-returns.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F055,Credit notes and refunds,Sales,docs/03-modules/sales/features/F055-credit-notes-and-refunds.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F056,Drop shipping,Sales,docs/03-modules/sales/features/F056-drop-shipping.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F057,Sales commissions,Sales,docs/03-modules/sales/features/F057-sales-commissions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F058,Payment terms,Sales,docs/03-modules/sales/features/F058-payment-terms.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F059,Order status tracking,Sales,docs/03-modules/sales/features/F059-order-status-tracking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F060,Sales analytics,Sales,docs/03-modules/sales/features/F060-sales-analytics.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F061,Margin and profitability,Sales,docs/03-modules/sales/features/F061-margin-and-profitability.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F062,Order-to-cash reporting,Sales,docs/03-modules/sales/features/F062-order-to-cash-reporting.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F063,Supplier master,Procurement,docs/03-modules/procurement/features/F063-supplier-master.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F064,Supplier contacts and addresses,Procurement,docs/03-modules/procurement/features/F064-supplier-contacts-and-addresses.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F065,Supplier onboarding,Procurement,docs/03-modules/procurement/features/F065-supplier-onboarding.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F066,Supplier categories,Procurement,docs/03-modules/procurement/features/F066-supplier-categories.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F067,Purchase requisitions,Procurement,docs/03-modules/procurement/features/F067-purchase-requisitions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F068,Requisition approvals,Procurement,docs/03-modules/procurement/features/F068-requisition-approvals.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F069,RFQ creation,Procurement,docs/03-modules/procurement/features/F069-rfq-creation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F070,RFQ to multiple vendors,Procurement,docs/03-modules/procurement/features/F070-rfq-to-multiple-vendors.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F071,Supplier quotations,Procurement,docs/03-modules/procurement/features/F071-supplier-quotations.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F072,Bid comparison,Procurement,docs/03-modules/procurement/features/F072-bid-comparison.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F073,Supplier selection,Procurement,docs/03-modules/procurement/features/F073-supplier-selection.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F074,Purchase orders,Procurement,docs/03-modules/procurement/features/F074-purchase-orders.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F075,PO approvals,Procurement,docs/03-modules/procurement/features/F075-po-approvals.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F076,PO amendments,Procurement,docs/03-modules/procurement/features/F076-po-amendments.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F077,Blanket purchase orders,Procurement,docs/03-modules/procurement/features/F077-blanket-purchase-orders.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F078,Purchase agreements and contracts,Procurement,docs/03-modules/procurement/features/F078-purchase-agreements-and-contracts.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F079,Supplier price lists,Procurement,docs/03-modules/procurement/features/F079-supplier-price-lists.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F080,Goods receipt / GRN,Procurement,docs/03-modules/procurement/features/F080-goods-receipt-grn.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F081,Partial receipts,Procurement,docs/03-modules/procurement/features/F081-partial-receipts.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F082,Rejected receipts,Procurement,docs/03-modules/procurement/features/F082-rejected-receipts.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F083,Purchase returns,Procurement,docs/03-modules/procurement/features/F083-purchase-returns.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F084,Supplier invoices,Procurement,docs/03-modules/procurement/features/F084-supplier-invoices.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F085,2-way matching,Procurement,docs/03-modules/procurement/features/F085-2-way-matching.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F086,3-way matching: PO – GRN – Invoice,Procurement,docs/03-modules/procurement/features/F086-3-way-matching-po-grn-invoice.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F087,Landed costs,Procurement,docs/03-modules/procurement/features/F087-landed-costs.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F088,Payment terms,Procurement,docs/03-modules/procurement/features/F088-payment-terms.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F089,Supplier performance,Procurement,docs/03-modules/procurement/features/F089-supplier-performance.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F090,Supplier rating,Procurement,docs/03-modules/procurement/features/F090-supplier-rating.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F091,Supplier lead times,Procurement,docs/03-modules/procurement/features/F091-supplier-lead-times.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F092,Spend analysis,Procurement,docs/03-modules/procurement/features/F092-spend-analysis.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F093,Purchase history,Procurement,docs/03-modules/procurement/features/F093-purchase-history.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F094,Reorder-generated purchasing,Procurement,docs/03-modules/procurement/features/F094-reorder-generated-purchasing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F095,Subcontract purchasing,Procurement,docs/03-modules/procurement/features/F095-subcontract-purchasing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F096,Procurement dashboard,Procurement,docs/03-modules/procurement/features/F096-procurement-dashboard.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F097,Item master,Stock / Inventory,docs/03-modules/stock/features/F097-item-master.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F098,Item categories,Stock / Inventory,docs/03-modules/stock/features/F098-item-categories.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F099,SKUs,Stock / Inventory,docs/03-modules/stock/features/F099-skus.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F100,Variants,Stock / Inventory,docs/03-modules/stock/features/F100-variants.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F101,Multiple units of measure,Stock / Inventory,docs/03-modules/stock/features/F101-multiple-units-of-measure.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F102,UOM conversions,Stock / Inventory,docs/03-modules/stock/features/F102-uom-conversions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F103,Warehouses,Stock / Inventory,docs/03-modules/stock/features/F103-warehouses.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F104,Warehouse locations and bins,Stock / Inventory,docs/03-modules/stock/features/F104-warehouse-locations-and-bins.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F105,Multi-warehouse inventory,Stock / Inventory,docs/03-modules/stock/features/F105-multi-warehouse-inventory.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F106,Real-time stock balance,Stock / Inventory,docs/03-modules/stock/features/F106-real-time-stock-balance.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F107,Stock ledger,Stock / Inventory,docs/03-modules/stock/features/F107-stock-ledger.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F108,Goods receipts,Stock / Inventory,docs/03-modules/stock/features/F108-goods-receipts.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F109,Goods issues,Stock / Inventory,docs/03-modules/stock/features/F109-goods-issues.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F110,Internal transfers,Stock / Inventory,docs/03-modules/stock/features/F110-internal-transfers.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F111,Stock adjustments,Stock / Inventory,docs/03-modules/stock/features/F111-stock-adjustments.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
